order_date,storekey,productkey,currency_code,total_quantity,order_count,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,unit_cost_flagged,unit_price_flagged,price_mismatch_flagged,country,state,square_meters,open_date,square_meters_flagged,open_date_flagged,rate_date,currency,exchange,revenue_usd,cost_usd,margin_usd
2019-01-10,59,1679,USD,6,1,MGS Hand Games for kids E300 Silver,Tailspin Toys,Silver,2.8,5.5,701,Boxed Games,7,Games and Toys,False,False,False,United States,Oregon,2000.0,2012-08-08,False,False,2019-01-10,USD,1.0,33.0,16.799999999999997,16.200000000000003
2019-01-10,59,1759,USD,1,1,MGS MechWarrior 4: Vengeance X800,Tailspin Toys,Purple,34.75,104.89,702,Download Games,7,Games and Toys,False,False,False,United States,Oregon,2000.0,2012-08-08,False,False,2019-01-10,USD,1.0,104.89,34.75,70.14
2019-01-10,61,17,USD,2,1,Contoso 8GB Super-Slim MP3/Video Player M800 Red,Contoso,Red,50.56,109.95,101,MP4&MP3,1,Audio,False,False,False,United States,South Carolina,2000.0,2012-12-15,False,False,2019-01-10,USD,1.0,219.9,101.12,118.78
2019-01-10,61,780,USD,1,1,Contoso Car power adapter M90 White,Contoso,White,9.17,19.95,308,Computers Accessories,3,Computers,False,False,False,United States,South Carolina,2000.0,2012-12-15,False,False,2019-01-10,USD,1.0,19.95,9.17,10.78
2019-01-10,61,1415,USD,3,1,The Phone Company Touch Screen Phones Infrared M901 Black,The Phone Company,Black,137.96,300.0,503,Touch Screen Phones,5,Cell phones,False,False,False,United States,South Carolina,2000.0,2012-12-15,False,False,2019-01-10,USD,1.0,900.0,413.88,486.12
2019-01-10,61,1657,USD,3,1,Contoso DVD 12-Inch Player Portable M400 White,Contoso,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,South Carolina,2000.0,2012-12-15,False,False,2019-01-10,USD,1.0,539.97,248.31,291.66
2019-01-10,61,1967,USD,2,1,Litware Refrigerator 3.2CuFt E160 Blue,Litware,Blue,142.75,279.99,802,Refrigerators,8,Home Appliances,False,False,False,United States,South Carolina,2000.0,2012-12-15,False,False,2019-01-10,USD,1.0,559.98,285.5,274.48
2019-01-10,63,1559,USD,4,1,The Phone Company PDA Phone 3.5 inches M320 White,The Phone Company,White,137.5,299.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,United States,Utah,2000.0,2008-03-06,False,False,2019-01-10,USD,1.0,1196.0,550.0,646.0
2019-01-10,63,1817,USD,1,1,MGS MechCommander 2009 E173,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,False,False,False,United States,Utah,2000.0,2008-03-06,False,False,2019-01-10,USD,1.0,32.0,16.31,15.690000000000001
2019-01-10,66,416,USD,2,1,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2019-01-10,USD,1.0,1938.0,642.1,1295.9
2019-01-10,66,454,USD,1,1,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,137.6,269.9,303,Desktops,3,Computers,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2019-01-10,USD,1.0,269.9,137.6,132.29999999999998
2019-01-11,0,95,CAD,4,1,WWI Stereo Bluetooth Headphones E1000 Silver,Wide World Importers,Silver,34.36,67.4,106,Bluetooth Headphones,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,CAD,1.322,356.41120000000006,181.69568,174.71552000000005
2019-01-11,0,416,CAD,3,1,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,CAD,1.322,3843.054,1273.2843000000003,2569.7697
2019-01-11,0,444,USD,7,1,WWI Desktop PC2.33 X2330 Black,Wide World Importers,Black,304.48,919.0,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,6433.0,2131.36,4301.639999999999
2019-01-11,0,518,USD,6,1,WWI LCD24W X300 Black,Wide World Importers,Black,287.92,869.0,304,Monitors,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,5214.0,1727.52,3486.48
2019-01-11,0,1249,USD,2,1,Contoso Rechargeable Li-Ion Battery Pack E300 White,Contoso,White,25.49,49.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,99.98,50.98,49.00000000000001
2019-01-11,0,1476,CAD,2,1,The Phone Company Smart phones -320 x 320 M86 Black,The Phone Company,Black,132.44,288.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,CAD,1.322,761.472,350.17136,411.30064
2019-01-11,0,1562,CAD,3,1,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,The Phone Company,White,109.45,238.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,CAD,1.322,943.908,434.0787,509.8293
2019-01-11,0,1661,CAD,5,1,MGS Hand Games for kids E300 Yellow,Tailspin Toys,Yellow,2.8,5.5,701,Boxed Games,7,Games and Toys,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,CAD,1.322,36.355000000000004,18.508000000000003,17.847
2019-01-11,0,1691,USD,2,1,SV Hand Games for kids E30 Black,Southridge Video,Black,2.75,5.39,701,Boxed Games,7,Games and Toys,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,10.78,5.5,5.279999999999999
2019-01-11,0,1694,USD,8,1,SV Hand Games women M40 Black,Southridge Video,Black,4.08,8.88,701,Boxed Games,7,Games and Toys,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,71.04,32.64,38.400000000000006
2019-01-11,0,2092,CAD,1,1,Contoso Water Heater 4.0GPM M1250 Blue,Contoso,Blue,363.75,791.0,804,Water Heaters,8,Home Appliances,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,CAD,1.322,1045.702,480.8775,564.8245
2019-01-11,0,2349,USD,2,1,Contoso Air conditioner 12000BTU M0640 White,Contoso,White,211.53,459.99,807,Air Conditioners,8,Home Appliances,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,919.98,423.06,496.92
2019-01-11,0,2504,USD,3,1,Contoso Touch Stylus Pen E150 White,Contoso,White,5.09,9.99,505,Cell phones Accessories,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-11,USD,1.0,29.97,15.27,14.7
2019-01-11,8,1272,CAD,1,1,Contoso Lens Cap Keeper E314 White,Contoso,White,3.54,6.95,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-11,CAD,1.322,9.1879,4.679880000000001,4.50802
2019-01-11,8,1694,CAD,1,1,SV Hand Games women M40 Black,Southridge Video,Black,4.08,8.88,701,Boxed Games,7,Games and Toys,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-11,CAD,1.322,11.739360000000001,5.39376,6.345600000000001
2019-01-11,19,365,EUR,8,1,Adventure Works Laptop16 M1600 Black,Adventure Works,Black,275.46,599.0,301,Laptops,3,Computers,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,4155.1431999999995,1910.8109279999999,2244.3322719999996
2019-01-11,19,536,EUR,9,1,WWI LCD17 E205 White,Wide World Importers,White,50.47,99.0,304,Monitors,3,Computers,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,772.5861,393.862833,378.72326699999996
2019-01-11,19,844,EUR,1,1,Contoso Bright Light battery E20 Pink,Contoso,Pink,13.71,26.9,308,Computers Accessories,3,Computers,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,23.32499,11.887941,11.437049
2019-01-11,19,1457,EUR,3,1,The Phone Company Touch Screen Phones - CRT M11 Gold,The Phone Company,Gold,86.91,189.0,503,Touch Screen Phones,5,Cell phones,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,491.6457,226.07898300000002,265.5667169999999
2019-01-11,19,1619,EUR,3,1,Contoso DVD Player M130 Grey,Contoso,Grey,27.59,59.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,156.051987,71.76986699999999,84.28212
2019-01-11,19,2145,EUR,3,1,Adventure Works Coffee Maker 4C E080 Black,Adventure Works,Black,66.23,129.9,805,Coffee Machines,8,Home Appliances,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,337.90887000000004,172.284099,165.62477100000004
2019-01-11,19,2512,EUR,6,1,Contoso Bluetooth Active Headphones L15 Black,Contoso,Black,43.07,129.99,505,Cell phones Accessories,5,Cell phones,False,False,False,Germany,Berlin,1295.0,2015-04-04,False,False,2019-01-11,EUR,0.8671,676.285974,224.075982,452.209992
2019-01-11,22,1628,EUR,1,1,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Germany,Freistaat ThÃ¼ringen,2000.0,2008-03-06,False,False,2019-01-11,EUR,0.8671,12.044019,5.540768999999999,6.503250000000001
2019-01-11,23,52,EUR,7,1,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Silver,91.95,199.95,104,Recording Pen,1,Audio,False,False,False,Germany,Hamburg,1365.0,2010-01-01,False,False,2019-01-11,EUR,0.8671,1213.636515,558.108915,655.5275999999999
2019-01-11,23,140,EUR,1,1,"Adventure Works 32"" LCD HDTV M130 Brown",Adventure Works,Brown,229.93,499.99,201,Televisions,2,TV and Video,False,False,False,Germany,Hamburg,1365.0,2010-01-01,False,False,2019-01-11,EUR,0.8671,433.541329,199.372303,234.16902600000003
2019-01-11,23,416,EUR,1,1,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,False,False,False,Germany,Hamburg,1365.0,2010-01-01,False,False,2019-01-11,EUR,0.8671,840.2198999999999,278.382455,561.8374449999999
2019-01-11,23,1174,EUR,8,1,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,Fabrikam,White,209.54,411.0,405,Camcorders,4,Cameras and camcorders,False,False,False,Germany,Hamburg,1365.0,2010-01-01,False,False,2019-01-11,EUR,0.8671,2851.0248,1453.5370719999999,1397.4877280000003
2019-01-11,30,47,EUR,7,1,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Black,76.45,149.95,104,Recording Pen,1,Audio,False,False,False,Italy,Pesaro,2100.0,2008-01-12,False,False,2019-01-11,EUR,0.8671,910.1515149999999,464.02856499999996,446.12294999999995
2019-01-11,30,784,EUR,7,1,Contoso Laptop Starter Bundle M200 White,Contoso,White,7.59,16.5,308,Computers Accessories,3,Computers,False,False,False,Italy,Pesaro,2100.0,2008-01-12,False,False,2019-01-11,EUR,0.8671,100.15005,46.069022999999994,54.081027
2019-01-11,30,1432,EUR,4,1,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,137.96,300.0,503,Touch Screen Phones,5,Cell phones,False,False,False,Italy,Pesaro,2100.0,2008-01-12,False,False,2019-01-11,EUR,0.8671,1040.52,478.500464,562.019536
2019-01-11,30,2509,EUR,5,1,Contoso Original K1m Li-Ion Standard Battery E170 Black,Contoso,Black,2.07,4.06,505,Cell phones Accessories,5,Cell phones,False,False,False,Italy,Pesaro,2100.0,2008-01-12,False,False,2019-01-11,EUR,0.8671,17.60213,8.974485,8.627645
2019-01-11,38,998,GBP,2,1,A. Datum Point Shoot Digital Camera M500 Silver,A. Datum,Silver,91.05,198.0,401,Digital Cameras,4,Cameras and camcorders,False,False,False,United Kingdom,Belfast,1800.0,2015-04-04,False,False,2019-01-11,GBP,0.7805,309.078,142.12904999999998,166.94895
2019-01-11,38,1469,GBP,1,1,Contoso Touch Screen Phones  - LCD M12 Black,Contoso,Black,91.97,200.0,503,Touch Screen Phones,5,Cell phones,False,False,False,United Kingdom,Belfast,1800.0,2015-04-04,False,False,2019-01-11,GBP,0.7805,156.1,71.782585,84.317415
2019-01-11,39,442,GBP,7,1,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Silver,137.6,269.9,303,Desktops,3,Computers,False,False,False,United Kingdom,Blaenau Gwent,2100.0,2009-06-03,False,False,2019-01-11,GBP,0.7805,1474.5986499999997,751.7775999999999,722.8210499999998
2019-01-11,39,1244,GBP,4,1,Fabrikam Social Videographer 1/2'' 3mm E300 White,Fabrikam,White,90.75,178.0,405,Camcorders,4,Cameras and camcorders,False,False,False,United Kingdom,Blaenau Gwent,2100.0,2009-06-03,False,False,2019-01-11,GBP,0.7805,555.716,283.3215,272.3945
2019-01-11,39,1598,GBP,2,1,SV DVD External DVD Burner M200 Grey,Southridge Video,Grey,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United Kingdom,Blaenau Gwent,2100.0,2009-06-03,False,False,2019-01-11,GBP,0.7805,90.35068,41.55382,48.796859999999995
2019-01-11,39,1626,GBP,3,1,Contoso DVD Recorder L240 Gold,Contoso,Gold,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United Kingdom,Blaenau Gwent,2100.0,2009-06-03,False,False,2019-01-11,GBP,0.7805,512.7885,169.89924,342.88926000000004
2019-01-11,39,1641,GBP,8,1,Contoso DVD 55DVD Storage Binder M56 Red,Contoso,Red,5.82,12.66,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United Kingdom,Blaenau Gwent,2100.0,2009-06-03,False,False,2019-01-11,GBP,0.7805,79.04904,36.34008,42.708960000000005
2019-01-11,40,107,GBP,1,1,WWI Stereo Bluetooth Headphones New Generation M370 White,Wide World Importers,White,61.16,132.99,106,Bluetooth Headphones,1,Audio,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2019-01-11,GBP,0.7805,103.79869500000001,47.73537999999999,56.06331500000002
2019-01-11,40,416,GBP,2,1,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,False,False,False,United Kingdom,Dungannon and South Tyrone,1300.0,2012-06-06,False,False,2019-01-11,GBP,0.7805,1512.609,501.15905,1011.44995
2019-01-11,43,416,USD,4,1,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2019-01-11,USD,1.0,3876.0,1284.2,2591.8
2019-01-11,43,998,USD,2,1,A. Datum Point Shoot Digital Camera M500 Silver,A. Datum,Silver,91.05,198.0,401,Digital Cameras,4,Cameras and camcorders,False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2019-01-11,USD,1.0,396.0,182.1,213.9
2019-01-11,43,1378,USD,3,1,Contoso 4-Line Expandable Cordless Phone System M900 White,Contoso,White,10.12,22.0,501,Home & Office Phones,5,Cell phones,False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2019-01-11,USD,1.0,66.0,30.36,35.64
2019-01-11,43,1514,USD,3,1,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,Gold,95.65,208.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2019-01-11,USD,1.0,624.0,286.95000000000005,337.04999999999995
2019-01-11,43,1612,USD,10,1,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,82.77,179.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,United States,Alaska,1190.0,2015-01-01,False,False,2019-01-11,USD,1.0,1799.9,827.6999999999999,972.2000000000002
2019-01-11,45,1091,USD,6,1,"Contoso SLR Camera 35"" M358 Silver Grey",Contoso,Silver Grey,164.63,358.0,402,Digital SLR Cameras,4,Cameras and camcorders,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2019-01-11,USD,1.0,2148.0,987.78,1160.22
2019-01-11,45,1526,USD,4,1,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,The Phone Company,Black,109.45,238.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2019-01-11,USD,1.0,952.0,437.8,514.2
2019-01-11,45,1691,USD,4,1,SV Hand Games for kids E30 Black,Southridge Video,Black,2.75,5.39,701,Boxed Games,7,Games and Toys,False,False,False,United States,Connecticut,2000.0,2007-07-08,False,False,2019-01-11,USD,1.0,21.56,11.0,10.559999999999999
2019-01-11,47,471,USD,1,1,Proseware LCD15 E103 Black,Proseware,Black,50.47,99.0,304,Monitors,3,Computers,False,False,False,United States,Hawaii,1120.0,2015-04-04,False,False,2019-01-11,USD,1.0,99.0,50.47,48.53
2019-01-11,47,2099,USD,4,1,Contoso Water Heater 1.5GPM E0800 Green,Contoso,Green,131.28,257.5,804,Water Heaters,8,Home Appliances,False,False,False,United States,Hawaii,1120.0,2015-04-04,False,False,2019-01-11,USD,1.0,1030.0,525.12,504.88
2019-01-11,48,460,USD,1,1,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2019-01-11,USD,1.0,299.9,152.9,146.99999999999997
2019-01-11,48,1062,USD,1,1,A. Datum SLR Camera M139 Gold,A. Datum,Gold,143.48,312.0,402,Digital SLR Cameras,4,Cameras and camcorders,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2019-01-11,USD,1.0,312.0,143.48,168.52
2019-01-11,48,1771,USD,1,1,MGS Age of Empires III: The Asian Dynasties 2009 E127,Tailspin Toys,White,17.33,34.0,702,Download Games,7,Games and Toys,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2019-01-11,USD,1.0,34.0,17.33,16.67
2019-01-11,48,1822,USD,9,1,MGS Age of Empires II: The Conquerors Expansion 2009 E178,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,False,False,False,United States,Idaho,1540.0,2012-12-15,False,False,2019-01-11,USD,1.0,288.0,146.79,141.21
2019-01-11,53,1753,USD,4,1,MGS Racing Madness 2 M370,Tailspin Toys,Pink,40.93,89.0,702,Download Games,7,Games and Toys,False,False,False,United States,Montana,1260.0,2012-06-06,False,False,2019-01-11,USD,1.0,356.0,163.72,192.28
2019-01-11,55,33,USD,1,1,Contoso 32GB Video MP3 Player M3200 Black,Contoso,Black,84.49,255.0,101,MP4&MP3,1,Audio,False,False,False,United States,Nevada,2000.0,2009-12-15,False,False,2019-01-11,USD,1.0,255.0,84.49,170.51
2019-01-11,55,1162,USD,10,1,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,Fabrikam,Black,395.48,860.0,405,Camcorders,4,Cameras and camcorders,False,False,False,United States,Nevada,2000.0,2009-12-15,False,False,2019-01-11,USD,1.0,8600.0,3954.8,4645.2
2019-01-11,65,56,USD,7,1,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,98.07,296.0,104,Recording Pen,1,Audio,False,False,False,United States,West Virginia,1785.0,2012-01-01,False,False,2019-01-11,USD,1.0,2072.0,686.49,1385.51
2019-01-11,65,215,USD,1,1,Litware Home Theater System 4.1 Channel M412 Silver,Litware,Silver,261.66,569.0,203,Home Theater System,2,TV and Video,False,False,False,United States,West Virginia,1785.0,2012-01-01,False,False,2019-01-11,USD,1.0,569.0,261.66,307.34
2019-01-11,65,354,USD,3,1,Fabrikam Laptop12 M2001 Silver,Fabrikam,Silver,195.24,382.95,301,Laptops,3,Computers,False,False,False,United States,West Virginia,1785.0,2012-01-01,False,False,2019-01-11,USD,1.0,1148.85,585.72,563.1299999999999
2019-01-11,65,417,USD,3,1,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Silver,275.46,599.0,303,Desktops,3,Computers,False,False,False,United States,West Virginia,1785.0,2012-01-01,False,False,2019-01-11,USD,1.0,1797.0,826.3799999999999,970.6200000000001
2019-01-11,65,447,USD,9,1,WWI Desktop PC1.80 E1800 Black,Wide World Importers,Black,117.21,229.9,303,Desktops,3,Computers,False,False,False,United States,West Virginia,1785.0,2012-01-01,False,False,2019-01-11,USD,1.0,2069.1,1054.8899999999999,1014.21
2019-01-11,66,40,USD,8,1,Contoso 8GB Clock & Radio MP3 Player X850 Blue,Contoso,Blue,99.14,299.23,101,MP4&MP3,1,Audio,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2019-01-11,USD,1.0,2393.84,793.12,1600.7200000000003
2019-01-11,66,709,USD,5,1,Proseware Mobile Receipt and Document Scanner M200 White,Proseware,White,53.34,116.0,306,"Printers, Scanners & Fax",3,Computers,False,False,False,United States,Wyoming,840.0,2014-01-01,False,False,2019-01-11,USD,1.0,580.0,266.70000000000005,313.29999999999995
2019-01-12,0,52,AUD,2,1,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Silver,91.95,199.95,104,Recording Pen,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,AUD,1.3847,553.74153,254.64633,299.0952
2019-01-12,0,105,USD,2,1,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.88,115.0,106,Bluetooth Headphones,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,USD,1.0,230.0,105.76,124.24
2019-01-12,0,111,AUD,2,1,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,106,Bluetooth Headphones,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,AUD,1.3847,692.322306,229.389402,462.932904
2019-01-12,0,115,GBP,3,1,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Silver,82.83,249.99,106,Bluetooth Headphones,1,Audio,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,GBP,0.7805,585.351585,193.946445,391.40513999999996
2019-01-12,0,410,GBP,1,1,Proseware Laptop19W X910 White,Proseware,White,430.38,1299.0,301,Laptops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,GBP,0.7805,1013.8695,335.91159,677.9579100000001
2019-01-12,0,428,AUD,7,1,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969.0,303,Desktops,3,Computers,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,AUD,1.3847,9392.420100000001,3111.905545,6280.514555000002
2019-01-12,0,1211,AUD,8,1,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,Fabrikam,Grey,390.88,850.0,405,Camcorders,4,Cameras and camcorders,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,AUD,1.3847,9415.960000000001,4330.012288,5085.947712000001
2019-01-12,0,1524,USD,2,1,The Phone Company PDA Phone 3.7 inches M340 Black,The Phone Company,Black,151.76,330.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,USD,1.0,660.0,303.52,356.48
2019-01-12,0,1771,USD,1,1,MGS Age of Empires III: The Asian Dynasties 2009 E127,Tailspin Toys,White,17.33,34.0,702,Download Games,7,Games and Toys,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,USD,1.0,34.0,17.33,16.67
2019-01-12,0,2515,USD,1,1,Contoso In-Line Coupler E180 White,Contoso,White,1.71,3.35,505,Cell phones Accessories,5,Cell phones,False,False,False,Online,Online,1347.5,2010-01-01,False,False,2019-01-12,USD,1.0,3.35,1.71,1.6400000000000001
2019-01-12,5,2091,AUD,4,1,Contoso Water Heater 4.3GPM M1250 Blue,Contoso,Blue,403.53,877.5,804,Water Heaters,8,Home Appliances,False,False,False,Australia,Victoria,2000.0,2015-12-09,False,False,2019-01-12,AUD,1.3847,4860.2970000000005,2235.0719639999998,2625.2250360000007
2019-01-12,6,68,AUD,1,1,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Yellow,13.1,25.69,106,Bluetooth Headphones,1,Audio,False,False,False,Australia,Western Australia,2000.0,2010-01-01,False,False,2019-01-12,AUD,1.3847,35.572943,18.13957,17.433373000000003
2019-01-12,6,1656,AUD,1,1,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Australia,Western Australia,2000.0,2010-01-01,False,False,2019-01-12,AUD,1.3847,221.53815300000002,101.872379,119.66577400000003
2019-01-12,8,3,CAD,2,1,Contoso 1G MP3 Player E100 White,Contoso,White,7.4,14.52,101,MP4&MP3,1,Audio,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,38.39088,19.565600000000003,18.82528
2019-01-12,8,414,CAD,1,1,Proseware Laptop15.4W M518 White,Proseware,White,348.58,758.0,301,Laptops,3,Computers,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,1002.076,460.82276,541.25324
2019-01-12,8,1183,CAD,1,1,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Fabrikam,White,503.61,1520.0,405,Camcorders,4,Cameras and camcorders,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,2009.44,665.77242,1343.66758
2019-01-12,8,1191,CAD,5,1,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",Fabrikam,Orange,81.57,160.0,405,Camcorders,4,Cameras and camcorders,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,1057.6000000000001,539.1777,518.4223000000002
2019-01-12,8,1500,CAD,1,1,The Phone Company Smart phones without camera E100 Pink,The Phone Company,Pink,65.77,129.0,504,Smart phones & PDAs,5,Cell phones,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,170.538,86.94794,83.59006000000001
2019-01-12,8,1601,CAD,2,1,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,423.01356000000004,194.51908,228.49448000000004
2019-01-12,8,1677,CAD,4,1,MGS Hand Games for 12-16 boys E600 Red,Tailspin Toys,Red,2.54,4.99,701,Boxed Games,7,Games and Toys,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,26.387120000000003,13.43152,12.955600000000002
2019-01-12,8,1999,CAD,3,1,Fabrikam Microwave 0.9CuFt E0900 Grey,Fabrikam,Grey,50.98,99.99,803,Microwaves,8,Home Appliances,False,False,False,Canada,Newfoundland and Labrador,2105.0,2014-07-02,False,False,2019-01-12,CAD,1.322,396.56034,202.18668,194.37366
2019-01-12,9,378,CAD,1,1,Adventure Works Laptop15.4W M1548 Silver,Adventure Works,Silver,348.58,758.0,301,Laptops,3,Computers,False,False,False,Canada,Northwest Territories,1500.0,2005-03-04,False,False,2019-01-12,CAD,1.322,1002.076,460.82276,541.25324
